Id,ProductId,Score,Time,Summary,Text,HelpfulnessNumerator,HelpfulnessDenominator,ReviewDate,HelpfulnessRatio
419770,B0029ZAOW8,5,1326931200,Gooood Stuff!,"My brother (who's in the Air Force) loves this stuff, and eventually I got into it as well. I just sent him a 12 pack  as a gift to keep him going during his daily 12 hour shifts.<br /><br />If you have never tried regular 5 hour, I would try that first (especially half a bottle to see how it effects you). Then, if you feel like it's just so-so, try one of these extra strength ones and you might see a significant improvement. Energy products affect us all in different ways, and 5-Hour Extra is packed full with high amounts of B-complex and energy concentrated mixture (Gaurana, Taurine, Caffeine, Ginseng, etc.). I've read doctor's reviews of energy supplements like these, and as long as you aren't chugging down more than the recommended amount (2 bottles a day max), they are perfectly fine. Make sure you talk to a MD if you have high blood pressure, or have medications that might interact with a highly caffeinated shot such as these.<br /><br />I recommend putting these in the refrigerator and drinking them in the morning, or an hour before working out.",4,5,2012-01-19,0.8
239189,B005EV2EJA,5,1331424000,Big Fan of Himalayan Salt,"I read about Himalayan salt at Mercola.com and thought it sounded interesting. I love it. It has a unique flavor, goes well with everything and is good for you.",4,4,2012-03-11,1.0
521553,B000LKUTN2,5,1331078400,"Delicious, and easy to digest","This quinoa pasta is a good approximation of whole-wheat pasta in terms of flavor and texture.  It holds sauces very well, and it's extremely easy to digest.",0,0,2012-03-07,0.0
264532,B000GQT3F6,5,1252713600,Elderly Care Feeding,"This item, The Feeding Assistant, although a bit pricey does an excellent job for feeding an elderly resident of ours that has trouble opening her mouth and eating. Naturally, the food is pureed. This is an asset for our care home that has more than paid for itself in time for caregivers to feed a resident. I recommend the Feeding Assistant for care homes with residents having eating issues. Dennis Craft, Manager, Trinity Homes of Scottsdale",0,0,2009-09-12,0.0
536658,B0002LDAHC,5,1301184000,An unexpectedly good coffee!,"I have never been to New Orleans and had no idea if this coffee would be any good; past experience has proved that 'coffee in a can' was almost always bad (but usually cheap). I like chicory though, and once read that Henry Miller enjoyed coffee and chicory together.<br /><br />This was an impulse buy. I saw this in the Asian food isle of the Food4Less store here in Portland, Or. for only 5 or 6 dollars. So if you have that store or an Asian market in your area, check there first. It'll be way cheaper, and plus, no shipping cost!<br /><br />It's delicious just black, not bitter at all, but great as well as with milk or cream.",0,0,2011-03-27,0.0
545891,B00511MJO8,3,1328486400,The bitter and the sweet,"PROS:<br />Added sweetness without the added carbs<br />No effects on insulin levels<br />Safe for diabetics<br />Handy 1 g packages<br />0 calories<br />Organic<br /><br />CONS:<br />Sweet, but with a different overall taste than sugar<br />Bitter aftertaste is not completely eliminated<br />The bitter aftertaste is accentuated by the amount of product used--the more you add, the more you get the aftertaste<br />Fine grained, non-sugar like powder<br />Expensive<br /><br />OTHER NOTES:<br />Packaged for sweetening beverages, not for baking (not bulked up enough to be used on its own)<br />A single package is supposed to be equal to '2 tsp of sugar,' but this really depends on your own individual taste<br /><br />Trying to decrease the amount of empty carbs in my diet, I purchased Wholesome Organic Stevia from another vendor.  I have never really been a fan of stevia before, but I have used Wholesome Sweeteners' products before and after reading the written-on-the-box statement that they had developed the 'Best Tasting Stevia in the World,'  I decided to give stevia one more try.  I can't say that this product blew me away or has made me love stevia, but as stevia products go this one ain't bad.  It compares fairly with other stevia brands that I have used in the past. I found that it made a reasonable sweetener for coffee and tea, so long as I was careful not to use too much.  (Use too much and that well-known, bitter aftertaste really shoots through.)<br /><br />Stevia is an all natural sweetener that is promoted as a substitute for table sugar (sucrose).  There are any number of brands and different forms in which stevia is sold.  Popular formulations of stevia include highly concentrated liquid extracts and powdered forms, such as the stevia sold here.  Stevia is often mixed with other substances to bulk it up and to help hide stevia's well known bitter aftertaste.  In the case of the Wholesome Sweeteners product, the stevia is mixed with organic agave inulin and silica.<br /><br />In its natural form stevia leaves are something like 30 to 45 times the sweetness of table sugar, but the purified forms of stevia can be up to 250 to 300 times sweeter than sugar.  Commercial stevia is usually an extract from the Stevia rebaudiana plant, and, in this light, the Wholesome Sweeteners product is no exception.  The difference in commercial compounds is usually not the source of the stevia but rather the final purity/composition of the extract and how the stevia is extracted.  According to what I have read, the sweetness of the stevia is mostly derived from something called rebaudioside A, the major component 'steviol glycoside' that lends the sweetest taste to stevia with the least amount of bitter aftertaste.<br /><br />Companies may argue about the proper way to derive and purify their stevia extracts, but the major deciders,of course, are your own taste buds.  Let me just warn you:  do NOT attempt to taste test this (or any) stevia directly out of the package.  If you apply stevia directly to your tongue, you will be overwhelmed by the initial sweetness of the stevia and then majorly turned off by the awful, bitter aftertaste.  Stevia needs to be mixed into a larger volume (such as an 8 or 12 ounce cup of coffee) before it is sampled.<br /><br />When mixed into a cup of coffee, the Wholesome Sweeteners brand compared favorably to other brands of stevia that I have used.  The sweetness was certainly there, but is not exactly the same as table sugar.  For me, stevia has a more cotton-candy like sweetness that you may or my not prefer and for some odd reason it seemed more pronounced in the back rather than the front of my mouth (I don't have a good explanation for this, but for some reason it seems so).  I am okay with this kind of sweetness, but I prefer xylitol and erythritol(<a href=""http://www.amazon.com/gp/product/B004X71550"">Swerve Sweetener, 16oz [1lb</a>]), which have a taste that is more similar to table sugar.  I didn't notice much of a bitter taste at first (1/2 packet in 8 ounces), but at higher concentrations (a whole packet in 8 ounces) the bitterness was definitely there.  Although it wasn't pronounced, it was disturbing enough to make drinking the coffee a less pleasant experience.  Xylitol and erythritol do exhibit a 'cooling effect' at higher concentrations that may disturb some people, but on the whole have a cleaner, more sucrose-like flavor--they taste more like sugar than the stevia does.<br /><br />On the whole, the taste was palatable at lower concentrations.  Since I'm not the kind of guy that likes to suck coffee directly through the sugar cube, this was okay for me.  But I will warn you that if you are someone who likes their coffee very sweet and you try this with stevia, you will definitely be disappointed by that bitter aftertaste.<br /><br />If you are into artificial sweeteners (we're talking taste here, not other issues), this stevia is definitely better than saccharine.  I've never really liked the taste of saccharine very much and saccharine has a much more pronounced bitter aftertaste.  In comparison to Splenda (sucralose), the stevia is probably a dead heat.  On taste alone, I'd describe Splenda's sweet taste as more similar to sugar, but I've always found the aftertaste of Splenda to be a big turn off.  At low concentrations, I'd prefer Wholesome Sweeteners' stevia, but at higher levels of sweetness, I'd prefer splenda.  Once again, on taste alone, I'd have to give a real edge to Equal (aspartame).  Equal's sweetness isn't completely sucrose-like, but it is closer to a more pure sweetness than stevia.  Equal also has a less pronounced aftertaste.<br /><br />That being said, the artificial sweeteners have their own baggage and plenty of folks avoid them.  In the natural realm of things, I prefer erythritol.  It is less sweet than sugar, but tastes more like sugar.  Erythritol also has fewer GI side effects and is lower in calories than xylitol (xylitol has 40% fewer calories than table sugar).<br /><br />Please note, that this stevia is not meant to replace sugar in baking.  Unless it is packaged with filler, it isn't bulky enough nor does it have enough sugar-like physical qualities to be a baking substitute. However, you can buy formulations of stevia that are bulked up with fillers or other sweeteners (inulin, erythritol, etc.) so that it can be used for baking.  As noted above, however, stevia has a distinct taste that may or may not work with your baked goods.<br /><br />On the whole, this isn't a bad way to go if you like the taste of stevia.  It is a reasonable choice if you like its unique, sweet taste.  For me, it tasted far better than the artificial sweeteners, saccharine and Splenda.  At lower concentrations, I found it to be a pleasant sweetener for coffee and tea and it's always nice to have another, natural sweetener to choose from.  However, I'm not ready to jump on the stevia bandwagon yet: I'll certainly finish off my box of stevia, but after that I'll be going back to my erythritol...",13,14,2012-02-06,0.9285714285714286
275404,B005VOONI0,1,1349568000,I really wanted to like this but..,"Given the name and the talent behind it, I was convinced this would be awesome. Even the description had me sold however it just didn't live up to the hype.<br /><br />Since I didn't have a pod brewer, I originally tried brewing this coffee in a standard coffee maker which came out super weak even though I used 3 pods. Then I tried squeezing each of the pods into my coffee cup which made it a tad better but still weak. I drank this coffee black which I rarely do but any creamer would have just ruined it.<br /><br />I also tried brewing it like a tea which just didn't work at all. Eventually I found a pod machine and it was weak just using one pod. After using about 7 pods to try out this coffee and get a desired result, I just gave up. I couldn't get the desired quality and as for taste, it's equivalent to something you'll find in McDonalds. I didn't get a hint of anything else.",0,0,2012-10-07,0.0
485709,B001RVFERK,1,1289692800,My Pop Chips were rancid,I have ordered my Pop Chips from Amazon for months. The last boxful was nasty. My whole family agreed and we threw them out. They tasted old and rancid. I wrote this to Amazon and never heard a word back about it. I just cancelled my regular delivery.,4,7,2010-11-14,0.5714285714285714
99718,B000HJRGQU,5,1185667200,greeeaattt!!!,This rice selection is delicious!  We have enjoyed all four varieties and the containers are easy to store and use.,2,2,2007-07-29,1.0
527973,B001E5E416,5,1262908800,give 5 star for great aroma,"Although I bought this one several months ago, I haven't used it. But it smells really good..",0,3,2010-01-08,0.0
513355,B004HOLD60,5,1305417600,Fresh & Tasty,Too good to last. Next thing I know it's all gone.  Everyone in the family loved it. You can't go wrong with Blue Diamond.,0,0,2011-05-15,0.0
546072,B001M0746K,5,1316995200,Don't believe the 1 star reviews!,"This has been one of my favorite flavors of Kool-Aid for as long as it has been around. Not available in any store locally, I gladly pay the slightly higher price to buy it from Amazon.com . We mix two packets of this Kool-Aid with 30 packets of Splenda in a 1 gallon pitcher. The folks who gave it one star and had such negative things to say about it? I guess taste is a subjective thing...",0,0,2011-09-26,0.0
493976,B004BWNCU8,5,1314835200,great coffee!!,This coffee tastes really great!  It is my favorite / along with the Italian roast.  The only downside is that it generally is more expensive than other Tullys coffees,0,0,2011-09-01,0.0
435676,B000HDI5O8,5,1298332800,Great deal!,I was so happy to see this deal. I recently have been using alot of pumpkin. I was so excited to see an organic product that I could actually afford! I look forward to using it in many recipies.,1,1,2011-02-22,1.0
37351,B003CK2BQG,5,1306627200,too good to be heathy,This Green Chai Tea is very good--how can it be healthy and seem like a treat at the same time?,1,1,2011-05-29,1.0
187779,B004UBZBMW,5,1326153600,Very good value for money.,"I bought this item when it was out of stock.  It was only a few days before it was in stock again, and Amazon shipped it immediately.  When I received it, I noticed that it was pretty heavy duty and well constructed.  Comes straight out of the box with drawers ready to go.  A definite value for your money!  Fits great on the counter top with room for up to 5 regular mugs on top.",0,0,2012-01-10,0.0
311180,B003CK0WLM,5,1337472000,I love this tea!,"I have been using Stash teas for years but this is the first organic tea I have tried. The only thing that I can say that is different, other than the fantastic pure taste, is that it takes a little longer to brew it. Which tells me that it is about as natural as you can get! A 5 star rating is not good enough for this tea, but it is the highest I could give it here. *smile*",0,0,2012-05-20,0.0
45503,B0041NYV8E,2,1338163200,Just OK!,"I was expecting a lot more from this product. However, there was very little flavor and the little flavor it had tasted fake. I have had many ginger team's and ginger based drinks and just about every single one has been better than this one. Pass on this one unless you like drinks with very little flavor.",0,0,2012-05-28,0.0
544324,B000AAIAH0,2,1319241600,not so everlasting,"my german shepherd went thru this in less than 20 mins. I was very disappointed. Everlasting must be a good tasting treat, or perhaps a smaller dog could make it last longer? who knows for sure.  So, although I personally didn't taste this, my german shepherd plowed thru in record time.",0,0,2011-10-22,0.0
123052,B000EGZ2R6,2,1339891200,All but 2 cans in the case were severely damaged,"I purchase most of my dog food from Amazon and, until this shipment, have been very satisfied. When I opened this shipment, all but two cans were severely dented -several cans were dented in multiple places. Even the inside cans were damaged. So this does not appear to be an issue with the case being damaged during shipment.  Had to inspect each can for bulges or small openings, as I was concerned about contamination of the food. A lesser, but still frustrating, issue than risk of contamination is the difficulty I have trying to scrape all of the food out of each can (due to the depth and large number of dents in the cans). It is simply unacceptable that this case was shipped to me in such horrible condition. Looks like its time to start picking up this dog food myself at the local pet supply store. At least then I can be sure that the cans are not damaged.",1,1,2012-06-17,1.0
513485,B004HOLD60,5,1342742400,Bangin' Almonds,First tried these at my work vending started buying them everyday $1.25 per 2ozs. (WOW)  Went o Amazon and saw I could get them cheaper so I order 6 bags took them on vacation with me my family loved them all of them wanted to know where to buy them they are just diffrent and that little warm bang surprise is good.  Will contiue to but these.  Good flavor and good price for the larger bag!,0,0,2012-07-20,0.0
45076,B0029NTQ1K,5,1329350400,ADDICTION,I can't even touch bag without my cats coming running out of hiding for this treat!!  Even my shy one cannot resist!!,0,0,2012-02-16,0.0
215228,B000F9XB8O,5,1312329600,Ridiculously delicious,"Ah, yes, Chicken in a Biskit.<br /><br />That's right, folks. Chicken. IN. A. BISKIT. Need I even say more?<br /><br />Look, I grew up on these babies. Every single bite filled me with enough joy to fill the world's oceans three times over.<br /><br />In short, scrumptious, appetizing, tantalizing, succulent, mouthwatering, delectable, delightful, palatable, divine, pleasurable, gratifying, enjoyable, and quite frankly, ridiculously delicious.<br /><br />Fact.",1,1,2011-08-03,1.0
312054,B000EVG8HY,4,1295913600,Great Pretzel and Gluten Free,"My son is Gluten free and Casein Dairy free and he loves these pretzels. I tried them and they taste good. Light and crisp, salty. I liked tham better than regular old fashion style pretzels.",2,2,2011-01-25,1.0
447386,B0026LQW4Y,5,1323734400,Very good snack,They are so good. I love pickles and they really do taste like them.<br />I will buy more for sure,1,1,2011-12-13,1.0
19527,B000084ETV,4,1344556800,good product,"I like this dog's food for my dog, it's high quality and not too expensive.  I have to say though that the bag came all ragged and opened.",0,0,2012-08-10,0.0
106841,B003185UA8,5,1325376000,Perfect for Dogs with Food Allergies,I have two yellow labs - one of which has severe food allergies (ear infections).  I have been using Wellness products since both were puppies and specifically the Wellness Simple brand since I discovered the allergies.  My female lab used to have persistant ear infections but since I started using the Simple line of dog food - the problems have disappeared.  I rotate between the duck and lamb flavors and she seems quite happy.  Never tried the salmon flavor.  I also treat both dogs with the Wellness biscuits (peanut/honey is their favorite).  Quality dog food well worth the cost!  My female lab is almost 7 now and the male is 5.  Both love the food and are very healthy.  Thanks Wellness!,0,0,2012-01-01,0.0
436360,B000XE90FY,5,1314144000,My dog loves these!,"We usually buy the small ones for our corgi, but he ends up finishing it all within 5-10 minutes. With the medium one, it actually lasts him days and he'll usually only eat a 1/4-1/2 of it in a day. Well worth it! I was skeptical with the 4 pack compared to the 20pack of the small ones, but these actually last longer.",0,0,2011-08-24,0.0
188832,B001E0TBA0,3,1287446400,Not Sure It Calms,It's hard to say if this product has had any kind of calming affect.<br /><br />It's not hard to say if this product affects your bathroom experience.  It does!  Be careful how much you take.,4,5,2010-10-19,0.8
232128,B001EO6CRG,5,1299110400,10% Kona is another favorite of mine,"I Love my Keurig, and have tried many flavors of K Cups...10% Kona is by far is another one of my favorites, and getting them through Amazon is quick and priced great!!",0,0,2011-03-03,0.0
407390,B005XB4UP2,5,1320969600,Starbucks rocks!,"I have waited for the Starbuck's K-cups.  Finally, they're here!  I've only tried the Breakfast Blend and it rocks!  If you want a stronger brew then use the middle brew button but I find that the larger cup (3rd button on the B-60 and B-70) to work for me.  I'll try the others in the near future.  I've been drinking Gloria Jean's Capuccino (middle brew button) and Coffee Barista's Columbian.  They are excellent!  I like a strong cup of Joe but not bitter and these 3 are great!  You pay a little more for the Starbuck-s K-cups however, I feel it's worth it.  I'll pay just about any price for a ""GOOD"" cup of Joe.  People, stop your whining and enjoy your coffee -",6,6,2011-11-11,1.0
338922,B0000BYSQ0,5,1335225600,track spikes,"Legal for all sanctioned events, these 1/4 inch pyramid spikes are of good, uniform quality. Best for track, they not optimal for some field events such as high jump. Great price. More than enough to get through 4 years of track duty.",0,0,2012-04-24,0.0
390917,B000P54HVS,4,1276732800,Delish,organic..tasty and true chocolate taste. I would never go back to buying the store name brand- fake toaster thingies. These are the real deal and taste good too. Great value based on organic ingredients and flavor- as well as how many you get per order. Twelve per shipment.,0,0,2010-06-17,0.0
104434,B000YSRK7E,4,1219968000,Tastes the way it looks.,"The actual product is exactly what it is described as - a hybrid of a chip and a cracker.  Some pieces tasted more like a cracker and others more like a tortilla chip - either way it was pretty good but I think the saltier pieces were better tasting.  It took a few pieces to get used to the taste and texture since it's really not quite like any other snack I've had.  The pieces are very thin and light like a tortilla chip, but they're also textured and grainy like a cracker.<br /><br />After the first 4 or 5 chips I decided I did like the taste and texture and easily munched down the rest of the bag.  The bag is a small 1 oz of 140 calories and seems to have as many chips as one of those 100-Calorie packs.  This would be a refined alternative to Baked Lays.",2,2,2008-08-29,1.0
467082,B002PSQ9PA,5,1311206400,tiny tin but loads of healthy green tea and flavor!,"There is no argument as to the numerous health benefits of drinking green tea.  In fact, it's actually used in cancer centers as it's been proven to actually fight some types of cancer and prevent free radicals in addition to also being shown as a metabolism booster in study after study. That alone makes it a find!<br /><br />The best type of green tea with the most benefits is, of course, matcha...regardless of what brand you buy.<br /><br />Although I found the size to be small as there is also a bag inside the tiny tin, a little goes a long way and I've used it to make everything from green tea biscotti to green tea smoothies.",9,9,2011-07-21,1.0
547049,B0031R5WPC,3,1306800000,Smells great--tastes awful,"A chalk like taste to it, not very strong either. The aroma is fantastic though, i put the coffee pot in my room in the morning and used it as my alarm clock--waking up to the smell of french toast every morning for two weeks was amazing.",0,0,2011-05-31,0.0
500428,B003QNLUTI,5,1345420800,Best way to buy 5 Hour Energy!,"I start my day with a 5 Hour Energy, so having it arrive each month on a subscription is the best way to save money!  I order 3 boxes in my subscription and save consistently over store prices.",0,0,2012-08-20,0.0
514545,B000CQ6KTM,5,1209254400,my fave!,"best mac and cheese ever!  seriously delicious.  perfect in every way, and good for you!!!",1,3,2008-04-27,0.3333333333333333
371925,B0009YYKQM,5,1307491200,Perfect for my dogs!,"I have purchased this item twice, once for myself and once for a family member.  Both times I received the product exactly as described.  It has a belt clip, a keychain clip, an external zipper pocket, and a large treat pouch with a drawstring.  The keychain clip is a big tight and snapped after a few uses, but the belt clip is very sturdy and the whole item is remarkably chew-proof.  I have labradors who love nothing more than to gnaw on anything that smells like food!<br /><br />I have attached a ""Bags on Board Bone Dispenser"" and a clip to hold used poop bags.  Now when I walk my dogs, I only have to grab one thing as we leave the house.  I clip it to my waist band and it holds my keys, treats, poop bags, and a way to carry them and still hold two leashes.<br /><br />I highly recommend this item.",0,0,2011-06-08,0.0
115731,B000216TSE,5,1226188800,Gluten Free Tortillas,"Gluten-Free Flour Tortillas<br />MAKES 6-8 TORTILLAS<br /><br />1 cup white rice flour<br />1/3 cup potato starch<br />1/3 cup tapioca flour<br />1/3 cup fava bean flour<br />2 tsps xanthan gum<br />1 tsp baking powder<br />1/2 tsp sugar<br />1 1/4 tsp salt<br />2 TBs vegetable or other shortening<br />3/4 to 1 cup warm water<br /><br />Combine all of the dry ingredients, then cut in or work in the shortening using a pastry blender or two knives or your hand.<br />Add the warm water, starting with 3/4 cup and mix well.<br />Continue to add water until a soft, cohesive dough is formed.<br />Heat a comal, tapa or griddle to medium heat. Then, form a ball of dough into a flattened disk, cupping the outside edges a bit to form a round.<br />Using a bollilo or rolling pin, roll into a round disk about 1/8 inch thick and about 8 inches in diameter or to your preference.<br />Bake one at a time on a hot griddle until the surface bubbles. Turn only once, the first side should have brown flecks.<br />Bake until the second side has slightly browned - should brown in a very short time.<br />Keep warm in a tortilla keeper or wrapped in a cloth until served.<br />Note: Will freeze in a sealed plastic bag for up to three months.<br /><br />Reprinted courtesy of The Jane Boutel Cooking School, Alberquerque, New Mexico.",11,11,2008-11-09,1.0
178892,B002MO765O,5,1348272000,Comparable to Nevella Sucralose to Go,"I've been using Nevella Sucralose to Go ($3 at Wal-Mart vs $6.66 + shipping here), but with Sucralose to Go one ""squeeze"" equals 1 teaspoon, where with EZ-Sweetz, one DROP equals 1 Tablespoon.<br /><br />Having now tried EZ-Sweetz, the conversion chart definitely seems to hold true. While it takes 4-5 long squeezes of Sucralose to Go to sweeten a 12-ounce glass of iced tea or a mug of coffee, about 4 drops of EZ-Sweetz provide the same sweetness.  So the 2oz bottle of EZ-Sweetz should provide about 4 times as many servings as the 1.68 oz bottle of Sucralose to Go.<br /><br />Doing the math, even if this lasts about 4 times as long as Sucralose to Go, as long as I only buy Sucralose to Go at Wal-Mart, EZ-Sweetz through Amazon costs SLIGHTLY more.<br /><br />Also there's no aftertaste, it just sweetens your drinks without the Maltodextrin you get with Splenda.",0,0,2012-09-22,0.0
529172,B0015GOCQG,5,1326844800,I LOVE IT!!,"Big Red used to be my all time favorite gum.  But, when I found out the aspartame was causing some negative side effects, I had to leave it, and any other product containing aspartame, alone.  I have searched several of the different gums in the store only to find they all contain aspartame.  So, I haven't had a good chewing gum in years...until now.  I received my order today and my oh my is it good!  Of all the things to get excited about, I'm excited about being able to chew gum with no side effects.  I gave up sugar about 10 days ago, so the Splenda Sweetener is more than welcome.  I taste no difference in the gum, maybe because I haven't had any in a long time.  And, there's a nice long lasting flavor!  It's just good!",4,4,2012-01-18,1.0
263210,B001BOXBHI,5,1316908800,Wellness is great,"I give my three Shih Tzu's Wellness treats and they love them.  I love them as they are a fully nutritious treat.  Each piece is small and easily broken in half  when I want to simply ""reward"" the dogs for something they have done. Larger dogs would certainly want a larger ""cookie"" but for training treats, these would work well for any size dog.  I keep a variety of flavors around and when I ask if anyone wants a cookie, they all come running!",0,0,2011-09-25,0.0
394465,B003Q4TPAI,1,1309046400,Difficult to drink,"I know this is totally a personal taste thing, but I simply cannot stand this stuff. The flavour of the spices and tea is extremely weak, I can barely make anything out past a very vague bit of tea taste. And to boot, it's disgustingly sweet (and I have a sweet tooth: I like pops, fruit juices, etc.). The drink leaves a terrible thick sensation in my mouth and an aftertaste that doesn't soon go away, and becomes difficult to even swallow after a few sips. The feeling in my mouth and throat after consuming a glass of it was not a good one in any way.<br /><br />I prepared it to instructions and included exactly the suggested amount of milk, and I tried again with the same result. It's not user error.",2,7,2011-06-26,0.2857142857142857
186415,B002LN1ME2,5,1347408000,"Love it! - helps my stress and anxiety, sleep, and blood pressure","I'm so glad my doctor told me about this stuff.  I was having high blood pressure, anxiety attacks, just stressed out.  Also losing my hair but I haven't been taking it long enough to tell if that will help with this problem.  But, I'm not on blood pressure meds anymore, and I just feel calm, just as it is called.  Work has, and still is, very stressful, but this stuff helps me get through the day without the need to go home and have a glass of wine, or something stronger, every day.  It does not make me sleepy (I was afraid of that happening at work), but it does help me sleep better through the night.  I'm now hoping that this, in addition to some other things I'm taking, will help with my hair loss.",2,2,2012-09-12,1.0
408054,B002BCFHTY,5,1334275200,Good Cocoa!,"My wife absolutely adores this cocoa. Very easy to make, just hot water which for her is a plus.<br />She prefers this over Ghiradelli.",0,0,2012-04-13,0.0
480992,B000CQ4D1Y,2,1246147200,Too expensive,"This product is too expensive on amazon. At our local Hannifords market we can get 6 boxes separately cheaper than Amazon.<br /><br />Hannifords sells this product for 2.37 each, times 6 and that's $14.22 almost $2.00 cheaper. Why spend the extra $2.00, plus shipping with amazon?",1,5,2009-06-28,0.2
487542,B001EQ51CQ,5,1253923200,coffee,"I have tried several times to get a good coconut flavored coffee with little success. But this Boyer's did the trick,great coffee with a good amount of coconut flavor. Highly recommend.",3,3,2009-09-26,1.0
461435,B00292BMN6,4,1276646400,"A ""Must Have"" for our dogs","Our dogs need to chew.  We feel comfortable with this product because there are no little pieces breaking off as possible chocking or digestive hazards. The dogs love it and could work on it for hours, but we set a time limit and save the treat for another day.  That way it lasts for quite awhile.  We prefer the ones that are wheat free. Most dog treats contain wheat which our dogs can't have so that's another plus. The biggest problem is fitting the treat into the ball, but if that were easy it would also be easy for the dogs to get it out! This product is safe and fun.",0,1,2010-06-16,0.0
114456,B000OCTI2K,5,1339372800,Mustard Extrodinaire,"Cherith Valley Red Rasberry Wasabi Mustard is our favorite  condiment on any<br />culinary snack, sandwich, meats, etc..  Three of us (and Friends)<br />have consumed 18 jars in the last two years.<br /><br />Should keep it on hand year round.",0,0,2012-06-11,0.0
383891,B0030VJ8PE,5,1303862400,My baby loves it!,"This flavor is great, I love the fact it has veggies and fruit together. I gave this flavor to my 6 month old baby and he loved it. If you have problem with this blend being to runny I solved it by using Boon spoon or Plum organics boon spoons for pouches which made it breeze to feed the baby.<br />My son loves all the other flavors he tried as well ( pear; pear & peas & broccoli; apples & cherry; banana & blueberries & beats ), he did not like sweet potato & apricot flavor, it was too tart and sour for him, but I contacted Happy Baby customer service and the next batch should have more sweet potato to help with the sour taste, but if you can buy just one pack and try it you might have a baby that likes it either way.<br />Most of all I love the packaging, it is perfect since we travel a lot and it is so much lighter then glass jars and easier to pack as well.",0,0,2011-04-27,0.0
473214,B008FHUKE6,2,1253577600,If you like grounds in your coffee,"then buy Gloria Jean's Hazelnut K-Cups.  Of the pack of 50 that came in the case, about 20 of them ""leaked"" grounds into the coffee.  Was only able to identify it before drinking if I put the cream in my mug first.  Otherwise, in black coffee we got our ""bonus"" unexpectedly.  Never again.",2,3,2009-09-22,0.6666666666666666
474435,B007OXJKCK,5,1308787200,the best k-cup,"Caribou's Mahogany is my favorite k-cup coffee.  It's got a great, rich taste.  It's dark, but not bitter.",3,3,2011-06-23,1.0
96848,B003WK0D8O,5,1346976000,Best Catfood,"My cat is picky.  He also gets an upset stomach over other varieties of cat food.  However, Science diet adult optimal works best.  It was used at the shelter we bought him and he loves it and this big bag, as long as it is put in a Gallon sized tupperware type container is about half price of any pet food store.",1,1,2012-09-07,1.0
161422,B002BB2E5U,5,1300579200,Smaller version of the Plum purees.,I know this says it's for toddlers but our toddler was eating these well before his 12mo birthday. The MishMash is essentially just a slightly more textured puree for slightly older kids. The smaller size of these (3.17oz vs the 4+oz ones) make them a great on-the-go snack or squeeze half of this into a plain yogurt or oatmeal for a little extra taste. Our kid loves these...can't recommend Plum products highly enough. He also gets to feed himself which is perfect since he think he's Mr. Independent.,0,0,2011-03-20,0.0
71306,B007RTR9E2,3,1348704000,Lotion or Conditioner?,"I used this conditioner along with the matching shampoo<a href=""http://www.amazon.com/gp/product/B007RTR9FQ"">CLEAR SCALP & HAIR BEAUTY Ultra Shea Cleanse & Nourish Shampoo, 12.9 Fluid Ounce</a>for a 2-week period in order to give it time to ""work"". It is a light conditioner (feels more like lotion), and leaves my hair feeling heavy and drab. I am giving it 3 stars because I think it has potential of working on a different kind of hair (I have very fine, straight hair), and it has a non-offensive scent.",1,1,2012-09-27,1.0
369659,B001CDVCD8,2,1289865600,Check your market first,Simple: bought based on description and illustration. I thought I was buying something unique or hard to locate. Received a box of Domino Superfine Sugar at an unusually high price.  The product I received is much cheaper at the supermarket if you really need it.,1,1,2010-11-16,1.0
231484,B0000BXJIU,5,1145577600,Cats run right to you when you shake this bag,"I picked up a bag of these treats at our neighborhood market.  My cats think this is the best stuff on earth.  My little darlings have not enjoyed anything as much as they appear to love these.  The only problem with these treats is that the cats love them so much they sometimes get in little squabbles as each one tries to reach my hand before anyone else can get to the treat.<br /><br />If you want to feed you felines an organic diet, and you want them to eat what you give them this is a great product.  My husband continues to threaten to try one since they are all organic, and a nice mix of food that people would eat.<br /><br />I highly recommend this for anyone with pampered felines.  Mine give these three paws up.",5,5,2006-04-21,1.0
158821,B002MAWZX6,5,1332892800,Yum!,"These brownies are more like a muffin in texture, but the flavor is great! Hard to believe something so low fat and high in vitamins can taste this good!",0,0,2012-03-28,0.0
319712,B000FNEX8C,5,1242950400,Great product and fast shipping,Great cookies if you are a celiac.  best cookies I have found in a long time.  You must try them!,0,0,2009-05-22,0.0
137711,B000CQE3HS,1,1178928000,All Fat,"<a href=""http://www.amazon.com/gp/product/B000CQID1K"">Slim Jim Giant, Mild Spicy Smoked Snacks, 0.97-Ounce Box (Pack of 24)</a><br /><br />They were very disappointing. Thought we were purchasing pepperoni, but they taste more like lard on a stick. Disgusting!",2,7,2007-05-12,0.2857142857142857
103634,B000IMLJ46,4,1174262400,"Mmmmm . . . . tiny pops, big flavor",At first I was a little disappointed in the overall size of the popped corn--small compared to the typical yellow variety I'm used to--but the flavor was excellent.  Almost every kernel popped(save for one or two per 1 qt. (popped) serving)!  I love this variety of popcorn and am SO glad to find it at a good price and availability.,5,5,2007-03-19,1.0
566514,B0001XIZKI,5,1301875200,Wonderful stuff,Great rice.  It's too bad I can't find it in stores any more.  So glad that Amazon carries it.  Almost time to stock up again!,1,1,2011-04-04,1.0
